timestamp_utc,time_ns,seconds_elapsed,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
2026-09-17T08:53:44.327455,1789635224327455000,-28.712544921875,58.39828731125295,15.576661557051615,106.26104245727116,16.889659205548696,30.0
2026-09-17T08:53:53.327455,1789635233327455000,-19.712544921875,58.39828731125295,15.576661557051615,106.26104245727116,16.889659205548696,30.0
2026-09-17T08:54:01.752559,1789635241752559000,-11.28744091796875,58.39828731125295,15.576661557052688,105.9522727946655,178.29501399999998,38.37233794185981
2026-09-17T08:54:13.134770,1789635253134770000,0.09477001953125,58.3982624578873,15.576687759295051,105.87499064466316,271.6222833003195,46.94422628595996
2026-09-17T08:54:13.731555,1789635253731555800,0.691555908203125,58.3982738620272,15.576675789850556,106.2417515434825,35.687917377346494,30.0
2026-09-17T08:54:20.487814,1789635260487814000,7.44781396484375,58.39821968051115,15.576676005097902,106.25104371652957,31.20925117897237,30.0
2026-09-17T08:54:27.199693,1789635267199693000,14.159693115234376,58.39828921922087,15.57660301519966,106.14690087607607,31.89259965006033,30.0
2026-09-17T08:54:33.994139,1789635273994139000,20.954138916015623,58.39828002697516,15.576603650125715,106.16979976627194,39.7953015708487,30.0
2026-09-17T08:54:40.706164,1789635280706164000,27.6661640625,58.39828524361846,15.577005388121844,106.77552183672134,21.82750731833698,30.0
2026-09-17T08:54:47.495638,1789635287495638800,34.455638671875,58.39828133892887,15.577237317247144,107.03480135440071,22.292938961945236,30.0
2026-09-17T08:54:54.196670,1789635294196670000,41.156669921875,58.39827820079638,15.577170213766015,106.95590294418456,17.866680867981287,30.0
2026-09-17T08:55:00.980547,1789635300980547000,47.940547119140625,58.39828335492942,15.577387306887786,106.84109754117549,18.401212210347857,30.0
2026-09-17T08:55:07.590502,1789635307590502100,54.55050219726562,58.39827597894355,15.577467211668823,106.5327804795101,17.99238599058088,30.0
2026-09-17T08:55:11.237279,1789635311237279000,58.19727905273437,58.398274394421314,15.577477995352094,106.49873799505698,24.46335126706933,30.065584658512915
2026-09-17T08:55:14.558175,1789635314558175000,61.51817504882813,58.39826604646617,15.57759905298781,106.97112391419782,17.651206827467835,30.0
2026-09-17T08:55:21.178927,1789635321178927900,68.13892797851562,58.39831347655679,15.577661444405193,107.14247341046972,16.79786121973464,30.0
2026-09-17T08:55:27.964494,1789635327964494000,74.924494140625,58.39838896786917,15.57761927976148,107.33804022059616,16.43721065244068,30.0
2026-09-17T08:55:34.590517,1789635334590517000,81.55051708984375,58.39839288113827,15.57761724889638,107.2812152769964,15.630755306265993,30.0
2026-09-17T08:55:41.361618,1789635341361618000,88.32161791992188,58.39839913095267,15.577605523204246,107.32863543815988,19.173890837527185,30.0
2026-09-17T08:55:47.906479,1789635347906479900,94.86647998046875,58.39833354595781,15.57762342207688,107.17503383668942,15.210693623030735,30.0
2026-09-17T08:55:54.439862,1789635354439862000,101.39986206054688,58.39836672197628,15.577616418510296,107.17205397499764,14.100829821080982,30.0
2026-09-17T08:56:01.040953,1789635361040953000,108.000953125,58.39832412729448,15.577544658837237,107.45201168928196,15.30450517899268,30.0
2026-09-17T08:56:07.642013,1789635367642013200,114.60201318359375,58.39828008955107,15.577318935342385,107.39009823777803,15.72719103431237,30.0
2026-09-17T08:56:14.242638,1789635374242638000,121.20263818359376,58.398294948944965,15.577266704508322,107.35830044575492,15.854735615747009,30.0
2026-09-17T08:56:21.007335,1789635381007335000,127.9673349609375,58.39825870334719,15.577238874181244,107.18764692066168,16.175288111097437,30.0
2026-09-17T08:56:27.627612,1789635387627612200,134.5876120605469,58.398246414265,15.577157638454215,107.04956744384766,15.789268461707676,30.0
2026-09-17T08:56:34.392021,1789635394392021000,141.35202099609376,58.39826146164163,15.5769505010316,106.49564156482222,19.209397730818488,30.0
2026-09-17T08:56:40.960394,1789635400960394800,147.92039477539063,58.39829624545507,15.576683790231494,106.19648545512491,23.3884225990304,30.0
2026-09-17T08:56:43.507272,1789635403507272000,150.46727197265625,58.39828822979232,15.57667624617974,106.09687150397646,30.110060074237232,30.606719839998423
2026-09-17T08:56:47.553794,1789635407553794800,154.513794921875,58.39823529827809,15.576654489809885,106.30520580050906,23.233681088351744,30.0
2026-09-17T08:56:51.722388,1789635411722388000,158.68238793945312,58.398200279804314,15.576609903785046,106.40525950340036,26.033535925937297,30.0811694308618
2026-09-17T08:56:54.306664,1789635414306664000,161.26666381835938,58.398211672440496,15.576623560820924,106.50777640210426,22.614588735682418,30.0
