timestamp_utc,time_ns,seconds_elapsed,x,y,z
2026-09-17T08:54:13.134627,1789635253134627000,0.094626953125,-31.0299072265625,35.708168029785156,-31.372711181640625
2026-09-17T08:54:13.144586,1789635253144586000,0.1045859375,-31.050277709960938,35.74052429199219,-31.382537841796875
2026-09-17T08:54:13.154545,1789635253154545200,0.114545166015625,-31.1263427734375,35.78594207763672,-31.43048095703125
2026-09-17T08:54:13.164504,1789635253164504000,0.124504150390625,-31.0599365234375,35.65758514404297,-31.2528076171875
2026-09-17T08:54:13.174463,1789635253174463000,0.134462890625,-31.224288940429688,35.74696350097656,-31.2808837890625
2026-09-17T08:54:13.184422,1789635253184422100,0.144422119140625,-31.171295166015625,35.68959045410156,-31.599945068359375
2026-09-17T08:54:13.194381,1789635253194381000,0.154381103515625,-31.218063354492188,35.585182189941406,-31.712127685546875
2026-09-17T08:54:13.204340,1789635253204340000,0.164340087890625,-31.19297790527344,35.627037048339844,-31.562652587890625
2026-09-17T08:54:13.214300,1789635253214300000,0.1742998046875,-31.222915649414062,35.73198699951172,-31.689727783203125
2026-09-17T08:54:13.224258,1789635253224258800,0.1842587890625,-31.202407836914062,35.72569274902344,-31.551910400390625
2026-09-17T08:54:13.234218,1789635253234218200,0.19421826171875,-31.132369995117188,35.773048400878906,-31.545318603515625
2026-09-17T08:54:13.244177,1789635253244177200,0.20417724609375,-31.156494140625,35.702110290527344,-31.5166015625
2026-09-17T08:54:13.254136,1789635253254136000,0.214135986328125,-31.258224487304688,35.75835418701172,-31.443511962890625
2026-09-17T08:54:13.264095,1789635253264095000,0.224094970703125,-31.293487548828125,35.82538604736328,-31.363861083984375
2026-09-17T08:54:13.274054,1789635253274054100,0.23405419921875,-31.364486694335938,35.84465026855469,-31.470001220703125
2026-09-17T08:54:13.284013,1789635253284013000,0.244012939453125,-31.44964599609375,35.91871643066406,-31.61883544921875
2026-09-17T08:54:13.293972,1789635253293972000,0.253971923828125,-31.48760986328125,35.80162811279297,-31.536102294921875
2026-09-17T08:54:13.303931,1789635253303931000,0.263930908203125,-31.38409423828125,35.86595153808594,-31.34368896484375
2026-09-17T08:54:13.313890,1789635253313890000,0.27389013671875,-31.434326171875,35.88581085205078,-31.3297119140625
2026-09-17T08:54:13.323849,1789635253323849000,0.283848876953125,-31.464202880859375,35.98155212402344,-31.32037353515625
2026-09-17T08:54:13.333807,1789635253333807900,0.293807861328125,-31.464202880859375,35.98155212402344,-31.32037353515625
2026-09-17T08:54:13.343767,1789635253343767000,0.30376708984375,-31.448226928710938,35.996116638183594,-31.3465576171875
2026-09-17T08:54:13.353726,1789635253353726000,0.313725830078125,-31.48284912109375,35.94745635986328,-31.48406982421875
2026-09-17T08:54:13.363684,1789635253363684900,0.323684814453125,-31.484451293945312,36.108787536621094,-31.706939697265625
2026-09-17T08:54:13.373645,1789635253373645000,0.33364501953125,-31.479095458984375,35.97489929199219,-31.514129638671875
2026-09-17T08:54:13.383604,1789635253383604000,0.34360400390625,-31.549301147460938,35.864112854003906,-31.55780029296875
2026-09-17T08:54:13.393563,1789635253393563100,0.353563232421875,-31.543487548828125,35.835899353027344,-31.583831787109375
2026-09-17T08:54:13.403522,1789635253403522000,0.36352197265625,-31.49334716796875,35.964866638183594,-31.67620849609375
2026-09-17T08:54:13.413481,1789635253413481000,0.37348095703125,-31.455032348632812,35.720603942871094,-31.82489013671875
2026-09-17T08:54:13.423440,1789635253423440000,0.38343994140625,-31.262481689453125,35.67936706542969,-31.67266845703125
2026-09-17T08:54:13.433399,1789635253433399000,0.39339892578125,-31.208541870117188,35.52880096435547,-31.8212890625
2026-09-17T08:54:13.443358,1789635253443358000,0.40335791015625,-31.259765625,35.590736389160156,-31.91143798828125
2026-09-17T08:54:13.453316,1789635253453316900,0.41331689453125,-31.30804443359375,35.429542541503906,-31.865997314453125
2026-09-17T08:54:13.463276,1789635253463276300,0.4232763671875,-31.146499633789062,35.486167907714844,-31.966766357421875
2026-09-17T08:54:13.473235,1789635253473235500,0.4332353515625,-31.1876220703125,35.41289520263672,-32.05633544921875
2026-09-17T08:54:13.483194,1789635253483194400,0.4431943359375,-30.965789794921875,35.33341979980469,-32.144287109375
2026-09-17T08:54:13.493153,1789635253493153300,0.4531533203125,-31.0665283203125,35.3172607421875,-32.242828369140625
2026-09-17T08:54:13.503112,1789635253503112200,0.4631123046875,-31.097427368164062,35.3319091796875,-32.201019287109375
2026-09-17T08:54:13.513071,1789635253513071400,0.4730712890625,-31.159515380859375,35.357383728027344,-32.244842529296875
2026-09-17T08:54:13.523031,1789635253523031300,0.48303125,-31.140914916992188,35.36437225341797,-32.24249267578125
2026-09-17T08:54:13.532990,1789635253532990500,0.492990478515625,-31.275161743164062,35.428565979003906,-32.22210693359375
2026-09-17T08:54:13.542949,1789635253542949400,0.502949462890625,-31.347640991210938,35.47904968261719,-32.107269287109375
2026-09-17T08:54:13.552908,1789635253552908500,0.512908447265625,-31.284912109375,35.60426330566406,-32.23480224609375
2026-09-17T08:54:13.562867,1789635253562867500,0.522867431640625,-31.365509033203125,35.51239776611328,-31.9959716796875
2026-09-17T08:54:13.572826,1789635253572826400,0.532826416015625,-31.275360107421875,35.637901306152344,-32.02618408203125
2026-09-17T08:54:13.582785,1789635253582785300,0.542785400390625,-31.243621826171875,35.5889892578125,-32.32525634765625
2026-09-17T08:54:13.592744,1789635253592744400,0.552744384765625,-31.2562255859375,35.59588623046875,-32.16644287109375
2026-09-17T08:54:13.602703,1789635253602703400,0.562703369140625,-31.275314331054688,35.60093688964844,-31.98974609375
2026-09-17T08:54:13.612662,1789635253612662300,0.572662353515625,-31.275314331054688,35.60093688964844,-31.98974609375
2026-09-17T08:54:13.622621,1789635253622621200,0.58262109375,-31.17730712890625,35.52155303955078,-32.01422119140625
2026-09-17T08:54:13.632580,1789635253632580400,0.592580322265625,-31.11151123046875,35.458641052246094,-31.796417236328125
2026-09-17T08:54:13.642539,1789635253642539300,0.602539306640625,-31.09619140625,35.55089569091797,-31.852081298828125
2026-09-17T08:54:13.652498,1789635253652498200,0.612498291015625,-31.056838989257812,35.50202178955078,-31.8355712890625
