timestamp_utc,time_ns,seconds_elapsed,qw,qx,qy,qz,roll,pitch,yaw
2026-09-17T08:27:06.389282,1789633626389282000,0.061281982421875,0.6794672614950475,-0.5799278065548682,-0.3370816698432093,0.2972942743686453,-0.8468753380855479,-1.419051425602467,0.086354503395222
2026-09-17T08:27:06.399241,1789633626399241000,0.071240966796875,0.6794544147199866,-0.5800104754139972,-0.3369537452311518,0.2973073551091015,-0.845888371925261,-1.4192512856100197,0.0871513692824907
2026-09-17T08:27:06.409201,1789633626409201000,0.081200927734375,0.6794632258787536,-0.5800621324725804,-0.336843789175445,0.2973110199722672,-0.8449634295273049,-1.4193672948425564,0.0879030450931705
2026-09-17T08:27:06.419159,1789633626419159800,0.091159912109375,0.6795209394010676,-0.5800549702403088,-0.3367590894867534,0.2972891911472296,-0.8441103067889674,-1.4193152965561555,0.0885894732020815
2026-09-17T08:27:06.429119,1789633626429119200,0.101119140625,0.6796484698886087,-0.5799759437579595,-0.336674840731092,0.2972473365699593,-0.8429367676909798,-1.4190653637697466,0.0895725620652556
2026-09-17T08:27:06.439078,1789633626439078100,0.111078125,0.6798323388949471,-0.5798598358711645,-0.3365498095212607,0.2971948381555145,-0.8411475185862094,-1.4187068304452328,0.0910932431882499
2026-09-17T08:27:06.449037,1789633626449037000,0.121037109375,0.6800157563475551,-0.5797637362983217,-0.3364085928471816,0.2971223950364891,-0.8394386017351492,-1.418372784915476,0.092475202183495
2026-09-17T08:27:06.458996,1789633626458996000,0.130995849609375,0.6801489269396619,-0.5797179110378153,-0.3362712841702626,0.2970626241250413,-0.8380111391874207,-1.418177205637229,0.0935979439897616
2026-09-17T08:27:06.468955,1789633626468955100,0.140955078125,0.6802475163898342,-0.5797046720425897,-0.3361349165692593,0.2970169699192938,-0.836708169222213,-1.4180758439285364,0.0946156273482621
2026-09-17T08:27:06.478914,1789633626478914000,0.1509140625,0.6803512031492177,-0.5796792120934365,-0.3359774075841858,0.2970073775260142,-0.8348666038520245,-1.4179809570486048,0.096195580314133
2026-09-17T08:27:06.488873,1789633626488873000,0.160873046875,0.6804843264329428,-0.5796228240714166,-0.3357811064965957,0.2970345444153087,-0.8321733431196858,-1.4178445961822317,0.0986259466556331
2026-09-17T08:27:06.498833,1789633626498833000,0.1708330078125,0.6806603220323666,-0.5795297893867893,-0.3355391571183134,0.2970862168414122,-0.8286012586542013,-1.417636760930066,0.1019039796040685
2026-09-17T08:27:06.508791,1789633626508791800,0.180791748046875,0.6808799794553942,-0.5794049800767178,-0.3352674541772939,0.2971330970509889,-0.8245523599423691,-1.417339672495523,0.1056076599200536
2026-09-17T08:27:06.518751,1789633626518751000,0.1907509765625,0.6811223632244687,-0.5792606028787397,-0.3349643522380957,0.2972010056920746,-0.8199230924360343,-1.4170101056076638,0.1098767122040738
