timestamp_utc,time_ns,seconds_elapsed,magneticBearing
2026-09-17T07:31:11.608857,1789630271608857900,0.05085791015625,17.76022269353775
2026-09-17T07:31:11.618817,1789630271618817800,0.06081787109375,17.812341488436793
2026-09-17T07:31:11.628778,1789630271628778000,0.070778076171875,18.061798926927143
2026-09-17T07:31:11.638737,1789630271638737000,0.08073681640625,18.30106576740514
2026-09-17T07:31:11.648696,1789630271648696800,0.09069677734375,18.344098340092764
2026-09-17T07:31:11.658656,1789630271658656000,0.100656005859375,18.054431369466855
2026-09-17T07:31:11.668616,1789630271668616000,0.110615966796875,17.953969404680247
2026-09-17T07:31:11.678574,1789630271678574800,0.120574951171875,17.9807564103583
2026-09-17T07:31:11.688535,1789630271688535000,0.13053515625,17.805073327911046
2026-09-17T07:31:11.698495,1789630271698495000,0.140494873046875,17.79017111214561
2026-09-17T07:31:11.708454,1789630271708454000,0.150453857421875,17.493882621214155
2026-09-17T07:31:11.718413,1789630271718413800,0.160413818359375,17.56225314690942
2026-09-17T07:31:11.728372,1789630271728372700,0.170372802734375,17.778497002014053
2026-09-17T07:31:11.738333,1789630271738333000,0.1803330078125,17.912210074657146
2026-09-17T07:31:11.748292,1789630271748292900,0.19029296875,17.76929824082523
2026-09-17T07:31:11.758252,1789630271758252000,0.200251953125,18.036735015050237
2026-09-17T07:31:11.768212,1789630271768212000,0.2102119140625,17.76527585217393
2026-09-17T07:31:11.778171,1789630271778171000,0.2201708984375,17.587682412088693
2026-09-17T07:31:11.788131,1789630271788131000,0.230131103515625,17.550489822965826
2026-09-17T07:31:11.798090,1789630271798090000,0.240090087890625,17.975176407800227
2026-09-17T07:31:11.808050,1789630271808050000,0.2500498046875,17.99923476713421
2026-09-17T07:31:11.818009,1789630271818009900,0.260009765625,17.99923476713421
2026-09-17T07:31:11.827968,1789630271827968800,0.26996875,17.83834113594739
2026-09-17T07:31:11.837929,1789630271837929000,0.279928955078125,17.884974347268848
2026-09-17T07:31:11.847888,1789630271847888000,0.289887939453125,17.837951341191904
2026-09-17T07:31:11.857847,1789630271857847800,0.299847900390625,18.141319610801027
2026-09-17T07:31:11.867807,1789630271867807000,0.309806884765625,18.044456872810592
2026-09-17T07:31:11.877767,1789630271877767000,0.319766845703125,17.9285794471198
2026-09-17T07:31:11.887727,1789630271887727000,0.32972705078125,17.972246954936967
2026-09-17T07:31:11.897686,1789630271897686300,0.339686279296875,18.18101935951379
2026-09-17T07:31:11.907646,1789630271907646200,0.349646240234375,18.023079229712057
2026-09-17T07:31:11.917605,1789630271917605000,0.359605224609375,18.072577602010067
2026-09-17T07:31:11.927565,1789630271927565300,0.3695654296875,18.226829915330956
2026-09-17T07:31:11.937524,1789630271937524200,0.379524169921875,18.43668728760491
2026-09-17T07:31:11.947484,1789630271947484200,0.389484130859375,18.434926990202868
2026-09-17T07:31:11.957444,1789630271957444000,0.399444091796875,18.5193571706448
2026-09-17T07:31:11.967403,1789630271967403300,0.4094033203125,18.337393386147394
2026-09-17T07:31:11.977363,1789630271977363500,0.419363525390625,18.206242676437203
2026-09-17T07:31:11.987322,1789630271987322400,0.429322265625,18.256204428989665
2026-09-17T07:31:11.997282,1789630271997282300,0.4392822265625,18.078978356512327
2026-09-17T07:31:12.007242,1789630272007242200,0.4492421875,18.056575837568957
