timestamp_utc,t_s,t_s_recording,trip,leg,acc_x,acc_y,acc_z,acc_raw_x,acc_raw_y,acc_raw_z,grav_x,grav_y,grav_z,gyr_x,gyr_y,gyr_z,gyr_raw_x,gyr_raw_y,gyr_raw_z,mag_x,mag_y,mag_z,mag_raw_x,mag_raw_y,mag_raw_z,ori_qw,ori_qx,ori_qy,ori_qz,ori_roll,ori_pitch,ori_yaw,compass_bearing_deg,acc_magnitude,gyr_magnitude,mag_magnitude
2026-09-17T07:21:07.582413,0.0,0.0,trip1_outbound,outbound,-0.094139880682528,-0.0639610885832458,-0.4628431369543075,0.012741380373583609,-0.06551346161633145,-1.0407406614092218,0.1869151767472736,-0.5811266212251037,-9.787631995797156,0.039614237844944,0.050097893923521,-0.0268393084406852,0.034306583029674445,0.046697457745792134,-0.026439961488242115,-13.310943603515623,15.110008239746094,-46.34259033203125,-185.3576276485245,96.76809232070663,-405.88696432877003,0.38311117002584005,0.020168736533929702,-0.023724958578411243,-0.9231772201525066,0.0190947581372456,0.0592931593102283,-2.3554322844071014,41.37797272280801,0.47663099711766366,0.06927795676246803,50.52849935732947
2026-09-17T07:21:07.592413,0.01,0.01,trip1_outbound,outbound,-0.033338969383279335,-0.06451223250883888,-0.36375207043319296,0.02012912679474772,-0.06663424315529623,-1.0251265462239583,0.1906358754788038,-0.5859244191605393,-9.787274001884656,0.05604875772479489,0.020001701451940485,-0.024124097685080403,0.05119481326264218,0.016997991529929223,-0.02353668231688733,-13.373436589571579,15.062073746479957,-46.440634670133385,-185.50180424624912,96.72679791159953,-406.1011064294778,0.38298978728605054,0.020434979222692592,-0.023881084606230545,-0.9232177036088423,0.019475470419033254,0.059783269144388605,-2.355703780871828,41.601490497486175,0.370929755839631,0.06421451076341401,50.62062248061048
2026-09-17T07:21:07.602413,0.02,0.02,trip1_outbound,outbound,0.04587187956025575,-0.049388627425941266,-0.1589663337326042,0.027363380131160835,-0.06304705037964756,-1.0040582111173095,0.191333792200939,-0.5915457184049543,-9.786922127651449,0.05886638018740662,-0.007192222779214761,-0.014944735006824427,0.05421572227932705,-0.00833407001099384,-0.01508567988717723,-13.461398157183359,15.071390226726281,-46.56559271190408,-185.61918308689022,96.85086235726799,-406.26275415821226,0.38289177923186757,0.020575453967588055,-0.024134631659485872,-0.9232486423739509,0.019547454128214663,0.06035751797277016,-2.355916343404353,41.77046958038737,0.17266661841188277,0.061158187426528246,50.76130877275934
2026-09-17T07:21:07.612413,0.03,0.03,trip1_outbound,outbound,0.08715299080827155,-0.011662466991487703,0.015940547455014126,0.026208227747135236,-0.06417027795115873,-0.9913744652822926,0.18975063350971935,-0.5973409448285523,-9.7866009174435,0.05783718143534617,-0.02650468937477474,-0.01326419427001064,0.05305796874678288,-0.02831700073600995,-0.014708504518128964,-13.530133916830888,15.272423058994368,-46.667136162530156,-185.53299725294147,96.99096880440636,-406.1557835887176,0.38282641131318096,0.020612623248774404,-0.024440226200703366,-0.9232668811926126,0.01938638935035067,0.06094955413105095,-2.3560521158197982,41.53835482168741,0.08936306841374551,0.06498905265405114,50.93263224606019
2026-09-17T07:21:07.622413,0.04,0.04,trip1_outbound,outbound,0.03561315542209872,-0.0291982939403386,0.10811774231929815,0.021807492414254188,-0.06432243488706706,-0.9816639801701125,0.1866511712086081,-0.6021776698944002,-9.786364327470105,0.038678729450994244,-0.03668056615548678,-0.018283709002644564,0.03554581728811251,-0.039356287885200875,-0.01813432047488012,-13.464453140196321,15.174374959583627,-46.60871131226472,-185.46820553204586,96.8462209227664,-406.09470682043485,0.3827452415261225,0.020559086783935556,-0.024730606189430352,-0.9232939949751782,0.019070262564918613,0.06144368868328536,-2.356218007471438,41.583126200174675,0.11751716220351445,0.056354255032993184,50.832323613706805
2026-09-17T07:21:07.632413,0.05,0.05,trip1_outbound,outbound,0.03441945669487363,-0.020398960254267726,0.20004586553489775,0.025044579145304533,-0.06292230107860698,-0.9752675431091641,0.18302217768683088,-0.6048400519890051,-9.786268839679074,0.013179947823321726,-0.036898174664793684,-0.02033669046638501,0.008347837713934885,-0.037327412125789314,-0.02040038071327521,-13.535616543106089,15.216821776686281,-46.70344164498476,-185.56921322677866,96.92218989787114,-406.23287628683477,0.3826451959390041,0.02043746274600109,-0.024929218185081033,-0.9233328209383589,0.018699755975447093,0.06171568968984439,-2.356423699323885,41.65362516825309,0.20400775695113132,0.044144844516032226,50.95072169922559
2026-09-17T07:21:07.642413,0.06,0.06,trip1_outbound,outbound,0.08830284041273151,-0.0007251640270834676,0.22111635420861733,0.027760234036037553,-0.05994613711381658,-0.9769728418027191,0.18033688722853913,-0.604705650611157,-9.786326882888636,-0.014448834950555899,-0.01945000184305389,-0.016216371413527095,-0.020865998132001615,-0.022678929580133574,-0.016000279638735626,-13.559009972042345,15.2159495140026,-46.78591475090457,-185.56418874539685,96.87999063331169,-406.26761694594745,0.3825571851954809,0.02030586362563093,-0.02497723565494097,-0.9233708949586646,0.01842534823453989,0.061701957803353455,-2.3566070363000367,41.70442399490046,0.2380973741693369,0.029155481559128192,51.03228086332737
2026-09-17T07:21:07.652413,0.07,0.07,trip1_outbound,outbound,0.08456168913417647,0.02801340392730396,0.17413101453483787,0.025685317144580905,-0.056557088691518,-0.9834375483067742,0.17903610638094752,-0.6022620276925015,-9.786501522206347,-0.03272828700392845,-0.008114402793107572,-0.009128890599112843,-0.036448906646927126,-0.010934732863908902,-0.010157725428209656,-13.520674905208256,15.077928335465572,-46.66168325840221,-185.5141045700319,96.73665656203735,-406.1320282356728,0.38250288687868084,0.020195250713943246,-0.02488858850322818,-0.9233982085429845,0.018292147857861134,0.061452306652448226,-2.3567218874980846,41.88323467430113,0.19559407018555372,0.03493309242639241,50.86713337007716
2026-09-17T07:21:07.662413,0.08,0.08,trip1_outbound,outbound,0.06116344901408352,0.06328389971953842,0.09541562367531463,0.022874690070092015,-0.053542302605385346,-0.9946518229232899,0.178819808947959,-0.5989920224023669,-9.786706012898154,-0.03129817979536244,0.0030715840722515568,-0.0021887288255787057,-0.03519671099126328,0.0007293813597608188,-0.0020933324045376085,-13.543442267389942,15.206203181359813,-46.92269238967941,-185.56241857350807,96.94580847161203,-406.4730707049023,0.38247727343518856,0.020120372955310956,-0.024739170626041508,-0.9234144677957233,0.018269672690701625,0.06111823148523042,-2.3567779966517164,41.68992388181371,0.12980739848082717,0.03152461294112367,51.15068430372559
2026-09-17T07:21:07.672413,0.09,0.09,trip1_outbound,outbound,0.032201947384285,0.07719220129740509,-0.018486133166798938,0.019261596606635248,-0.054548007090743755,-1.0031407259582117,0.1793176642176192,-0.5965705361748724,-9.786844632791347,-0.019504460191478955,0.007190351023286651,0.0028140667001500695,-0.023284804097090786,0.00428890125324942,0.0026035716981760034,-13.615942297917654,15.21581537113782,-46.6334380778402,-185.64895606832857,96.90718644006856,-406.00035155201124,0.3824837215006664,0.02009663232345036,-0.024615132362808982,-0.9234156287474337,0.018320266886525678,0.060870848091750036,-2.3567662222777916,41.82393820689744,0.08565826566035523,0.02097722780998386,50.90768575596943
