timestamp_utc,time_ns,seconds_elapsed,magneticBearing
2026-09-17T08:00:41.304902,1789632041304902400,0.06990234375,169.4275490311289
2026-09-17T08:00:41.314861,1789632041314861300,0.079861328125,169.64489687051358
2026-09-17T08:00:41.324820,1789632041324820200,0.0898203125,169.59877975776925
2026-09-17T08:00:41.334778,1789632041334778400,0.0997783203125,169.58615751571824
2026-09-17T08:00:41.344737,1789632041344737300,0.1097373046875,169.29982258967252
2026-09-17T08:00:41.354696,1789632041354696200,0.1196962890625,169.69062113033664
2026-09-17T08:00:41.364654,1789632041364654300,0.129654296875,169.22998335888175
2026-09-17T08:00:41.374613,1789632041374613200,0.13961328125,169.4521104946176
2026-09-17T08:00:41.384572,1789632041384572200,0.149572265625,169.30335654086466
2026-09-17T08:00:41.394531,1789632041394531300,0.15953125,169.2212603365805
2026-09-17T08:00:41.404489,1789632041404489200,0.1694892578125,168.93984766417438
2026-09-17T08:00:41.414448,1789632041414448400,0.179448486328125,168.96162371134278
2026-09-17T08:00:41.424407,1789632041424407300,0.1894072265625,169.66339814372938
2026-09-17T08:00:41.434365,1789632041434365200,0.199365234375,169.66339814372938
2026-09-17T08:00:41.444324,1789632041444324400,0.209324462890625,169.50768800478414
2026-09-17T08:00:41.454283,1789632041454283300,0.219283203125,168.98407584116248
2026-09-17T08:00:41.464242,1789632041464242200,0.2292421875,168.9824006555482
2026-09-17T08:00:41.474200,1789632041474200300,0.239200439453125,168.98953412028715
2026-09-17T08:00:41.484159,1789632041484159200,0.2491591796875,169.0295957662622
2026-09-17T08:00:41.494118,1789632041494118100,0.2591181640625,169.2629953239371
2026-09-17T08:00:41.504076,1789632041504076300,0.269076171875,169.38184402772828
2026-09-17T08:00:41.514035,1789632041514035200,0.27903515625,169.06545332748507
2026-09-17T08:00:41.523994,1789632041523994000,0.288994140625,169.04340412962628
2026-09-17T08:00:41.533952,1789632041533952300,0.2989521484375,169.3445992957384
2026-09-17T08:00:41.543911,1789632041543911200,0.3089111328125,169.1595844613029
